tot_case_date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
22/01/2022,328342421,158678,10552975,228777,225484,18,29888,93524,2040,5321,7240336,347617,29694,90068214,1707359,1420424,624918,30254,305414,1617711,34691,714295,2457059,40612,26036,8541,2928,725459,5153,314943,239887,22927203,5255,15881,818229,20249,36736,120796,114113,2720411,53987,12023,13754,6556,1867101,136027,5475904,7745,23244,,609882,79088,811703,995631,31929,215609,2649770,84197,1105037,14841,7957,494595,602942,398879,123577,15492,8876,254115,67830,456279,105597868,69086478,9769,85,59456,494378,13538779,67275,47132,45152,11572,995687,8046745,154891,10725,1673700,7546,9535,73660,17967,648947,10371,35602,7034,49056,27973,167184078,384077,1327014,40111,37122164,4271649,750,6218741,2110683,1082501,19937,1813518,8549450,110250,1879839,26152,1097474,1134598,317324,,165320,460828,74853,124731,303792,814631,31844,7193,396452,7377,577587,2016601,69391976,129048,55827,82506,2808347,103581,28321,63990,4,65380,54393,95810,33757,4660484,,387920,6984,741682,185971,129,1043225,218797,533144,154536,,853738,3648801,13672,14750,13589,8366,250628,,77250331,,245347,3946,515465,1901357,311698,1320120,119,475686,558676,36446,494034,2512789,3205304,,4314036,1932323,444363,295221,102216,1895833,10803534,124802,2952,,4882,16969,7517,255,7298,2,10722,5495,609953,82271,1425147,32194,7529,291849,8250,879656,538470,25,24261,3556633,42967974,696030,16522,8742522,596347,52330,62734,1615907,1724607,50674,17493,32393,2324485,19863,35851,,1,99780,780746,10403064,,4956,,158743,3717255,802181,15910747,64924728,13521,89359112,490626,124524,7,26,452430,2023546,453,10318,295028,225934
23/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
24/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
25/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
26/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
27/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
28/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
29/01/2022,351884035,159548,10819519,244182,234536,18,33025,95902,2187,5931,7968118,351711,31835,94661875,2055319,1579059,632034,31915,327466,1685136,38586,724903,2791817,45753,26309,9766,3649,804677,6072,332193,245904,23751782,5649,16132,877381,20514,37042,121026,116718,2892021,55256,13734,13898,6887,1949675,137350,5686065,7811,23485,,643496,80114,869965,1018604,35307,231382,2823888,84925,1355815,15271,8517,536767,664664,408495,127012,15732,9250,281384,68061,461733,115552944,77328057,13831,86,60981,539681,15955822,72819,47656,46198,11842,1051445,8843560,156392,11702,1805925,9485,11190,90749,20567,666017,10689,35908,7464,55628,28709,183317593,388436,1401457,49985,39237264,4286378,750,6245346,2149306,1138868,20722,2308251,9781191,118727,2169653,28097,1134097,1231856,320138,59,178446,493107,80205,129953,335539,858848,32049,7246,403144,8134,623752,2049931,72530422,147461,57375,83765,2832945,117461,29597,66063,4,77075,57172,98975,35691,5067299,,407003,7933,794908,185971,152,1093978,222415,534071,155357,,910394,4072733,15331,15250,13646,8542,251959,,83162995,,256908,4246,630772,2257248,321123,1360019,502,482979,626890,36548,528678,2839519,3417118,,4519183,2299681,467598,320364,133617,2003041,11108191,127902,3218,,5230,19185,8913,438,7729,17,11869,5816,647819,84118,1532741,35178,7584,313772,8965,917918,612200,289,24322,3579428,45425486,741408,16693,9589911,601886,55829,69275,1863380,1958490,50943,17552,32920,2377500,19868,36280,,1,105969,846761,10881626,,5524,,160639,3828095,822886,16640979,69967616,14301,93523970,569037,133465,7,26,465463,2141422,453,10585,301203,228179
30/01/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
31/01/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
1/02/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
2/02/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
3/02/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
4/02/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
5/02/2022,375308559,161666,11068160,255741,249310,18,35556,98057,2324,6558,8400422,366433,32718,99515909,2323136,1799543,651341,32486,362022,1785332,42851,738601,3128165,50487,26450,10552,4685,841757,6850,346012,253036,25034806,5875,16413,939212,20624,37379,121299,117676,3016024,55658,13788,14023,7073,2107612,138992,5837408,7829,23705,,682480,80623,929502,1039842,36722,248362,3103549,85509,1677289,15440,9032,552831,717085,421478,133262,15802,9508,322469,68329,464754,126593832,86195121,18622,89,62395,584960,18285196,75242,48266,46722,11863,1162773,9957912,157220,12752,1933571,10627,12246,104179,25617,685542,11136,36013,7586,58979,29444,199025158,391874,1508358,59173,41092522,4343185,750,6322183,2197783,1173965,21333,2782661,10821375,123642,2669638,30478,1197250,1312308,321234,364,201912,534062,80206,133524,388987,907824,32247,7272,419543,9044,697855,2070861,75483234,165164,59319,84389,2865984,136126,30008,67704,7,87634,58129,104802,36282,5350028,,438249,8629,841848,191772,162,1129140,223738,535254,155840,,950441,4655278,18779,16040,13681,8648,253020,,87590562,,268789,4864,767568,2539834,334703,1410013,1527,516059,685630,37145,565368,3160732,3545656,,4853565,2704987,480021,336081,180531,2176726,11737007,128802,3427,,5403,20417,9433,628,7903,32,12981,5883,679384,84856,1649293,37023,7615,348330,9229,1000345,711026,1183,25388,3601630,47996085,845699,16788,10215638,610103,57632,72943,2144418,2207279,51284,17695,33230,2432534,19937,36487,,1,110741,901107,11438476,,5692,,161839,4022220,840739,17354538,73756878,14846,98189115,644631,141410,7,26,479011,2263053,453,10998,304656,229415
6/02/2022,395236761,165712,11275129,263172,257598,49,36599,98351,2384,6732,8627251,389957,33200,104136525,2524248,2031257,691180,32680,413372,1861532,47124,769076,3331009,53544,26498,10921,6092,869892,7146,355919,257167,26275831,5928,17784,993255,20683,37756,121773,118675,3110337,55772,15934,14154,7155,2335034,141049,5943783,7928,23792,,721971,80901,979000,1052220,37526,268657,3390121,85724,1966530,15510,10000,561657,761321,437350,135109,15845,9631,370500,68551,466455,136685963,93812283,23595,91,63281,629705,19992784,76509,49521,47148,11880,1314603,11250652,157917,13577,2058265,11077,12834,112668,28237,705614,11777,36270,7772,61108,29848,211799319,398900,1616846,69648,42188138,4516480,750,6543837,2244610,1210234,21798,3165397,11542793,125781,3300589,32600,1314243,1357974,322043,1543,216202,574587,81409,136438,450103,965627,32361,7346,445876,9854,786157,2087658,77783544,178193,61434,84795,2914220,150337,30156,69132,7,96619,58443,114570,36474,5516575,,467271,9096,860976,195700,163,1146041,224309,537901,156371,,966405,5281580,25916,17611,13727,8682,253685,,90211610,,278756,6102,896736,2760512,349663,1454899,2556,574105,721479,37732,601816,3331290,3609552,,5164673,3013049,486757,344711,226005,2385713,12810118,129125,3542,,5469,21513,9606,828,8114,33,13628,5911,705637,85178,1757741,38026,7627,397823,9373,1117055,800467,3195,26067,3622210,50162730,1044962,16849,10599406,618520,59292,75252,2335147,2412551,51826,17742,33436,2497001,20403,36557,,21,113898,940223,12150567,,5778,,162375,4265162,855642,17943078,75945588,14988,102958205,710874,148030,7,26,492678,2341971,453,11249,306777,230402
